,u,i,ts,label,idx
3007,151,2000,1306900800.0,0.0,16009
3008,479,151,1306900800.0,2.0,16037
3009,2565,151,1306900800.0,2.0,16038
3010,2000,151,1306900800.0,2.0,16039
3011,176,183,1306900800.0,2.0,16792
3012,183,176,1306900800.0,2.0,16807
3013,182,2001,1306900800.0,2.0,17249
3014,182,2567,1306900800.0,2.0,17250
3015,2001,182,1306900800.0,2.0,17268
3016,2567,182,1306900800.0,2.0,17269
3017,183,3775,1306900800.0,2.0,17277
3018,3775,183,1306900800.0,1.0,17295
3019,218,450,1306900800.0,2.0,18054
3020,450,218,1306900800.0,0.0,18071
3021,225,1997,1306900800.0,2.0,18203
3022,225,385,1306900800.0,2.0,18205
3023,225,1998,1306900800.0,2.0,18206
3024,225,1995,1306900800.0,2.0,18207
3025,1997,225,1306900800.0,2.0,18219
3026,385,225,1306900800.0,1.0,18221
3027,1998,225,1306900800.0,2.0,18222
3028,1995,225,1306900800.0,2.0,18223
3029,274,1400,1306900800.0,2.0,19035
3030,283,274,1306900800.0,2.0,19040
3031,1400,274,1306900800.0,2.0,19041
3032,358,479,1306900800.0,2.0,20049
3033,477,1661,1306900800.0,2.0,21082
3034,477,1112,1306900800.0,2.0,21083
3035,1661,477,1306900800.0,2.0,21089
3036,1112,477,1306900800.0,2.0,21090
3037,540,855,1306900800.0,2.0,21485
3038,855,540,1306900800.0,2.0,21488
3039,541,1660,1306900800.0,2.0,21492
3040,1660,541,1306900800.0,2.0,21496
3041,577,7551,1306900800.0,2.0,21674
3042,7551,577,1306900800.0,1.0,21677
3043,721,7547,1306900800.0,2.0,22362
3044,769,927,1306900800.0,2.0,22510
3045,927,769,1306900800.0,2.0,22512
3046,927,1245,1306900800.0,2.0,22931
3047,1245,927,1306900800.0,2.0,22933
3048,1223,2001,1306900800.0,2.0,23335
3049,2001,1223,1306900800.0,2.0,23337
3050,1248,3775,1306900800.0,2.0,23368
3051,3775,1248,1306900800.0,1.0,23369
3052,1655,7547,1306900800.0,2.0,23660
3053,1659,2000,1306900800.0,2.0,23668
3054,2000,1659,1306900800.0,2.0,23669
3055,3,43,1306987200.0,0.0,907
3056,3,474,1306987200.0,0.0,960
3057,43,3,1306987200.0,0.0,1125
3058,474,3,1306987200.0,2.0,1131
3059,5,573,1306987200.0,0.0,1879
3060,5,450,1306987200.0,0.0,1936
3061,46,5,1306987200.0,0.0,1991
3062,11,55,1306987200.0,0.0,3986
3063,55,11,1306987200.0,0.0,4065
3064,141,11,1306987200.0,2.0,4149
3065,17,450,1306987200.0,0.0,5553
3066,450,17,1306987200.0,0.0,5720
3067,780,32,1306987200.0,2.0,8114
3068,141,38,1306987200.0,2.0,8881
3069,45,446,1306987200.0,2.0,9563
3070,45,101,1306987200.0,2.0,9567
3071,101,45,1306987200.0,0.0,9610
3072,1922,45,1306987200.0,2.0,9616
3073,51,7395,1306987200.0,2.0,10140
3074,55,103,1306987200.0,0.0,10473
3075,55,227,1306987200.0,0.0,10481
3076,103,55,1306987200.0,2.0,10513
3077,227,55,1306987200.0,2.0,10514
3078,66,131,1306987200.0,2.0,11305
3079,66,1663,1306987200.0,2.0,11306
3080,131,66,1306987200.0,2.0,11340
3081,1663,66,1306987200.0,2.0,11341
3082,76,7395,1306987200.0,0.0,12001
3083,7395,76,1306987200.0,2.0,12033
3084,102,782,1306987200.0,2.0,13726
3085,102,780,1306987200.0,2.0,13730
3086,102,1249,1306987200.0,2.0,13739
3087,782,102,1306987200.0,2.0,13741
3088,780,102,1306987200.0,2.0,13745
3089,1249,102,1306987200.0,2.0,13749
3090,103,1435,1306987200.0,2.0,13755
3091,1435,103,1306987200.0,2.0,13778
3092,131,2573,1306987200.0,2.0,15211
3093,131,1660,1306987200.0,2.0,15212
3094,131,541,1306987200.0,2.0,15213
3095,2573,131,1306987200.0,2.0,15244
3096,1660,131,1306987200.0,2.0,15245
3097,927,131,1306987200.0,2.0,15246
3098,541,131,1306987200.0,2.0,15247
3099,138,7395,1306987200.0,2.0,15480
3100,7395,138,1306987200.0,2.0,15497
3101,141,2569,1306987200.0,2.0,15566
3102,2569,141,1306987200.0,2.0,15590
3103,146,1249,1306987200.0,0.0,15778
3104,1249,146,1306987200.0,2.0,15819
3105,381,149,1306987200.0,2.0,15927
3106,150,927,1306987200.0,0.0,15952
3107,150,1970,1306987200.0,0.0,15953
3108,150,227,1306987200.0,0.0,15954
3109,1970,150,1306987200.0,2.0,15976
3110,227,150,1306987200.0,2.0,15977
3111,151,2546,1306987200.0,0.0,16006
3112,2546,151,1306987200.0,2.0,16036
3113,184,425,1306987200.0,2.0,17330
3114,425,184,1306987200.0,2.0,17346
3115,195,1956,1306987200.0,2.0,17605
3116,203,358,1306987200.0,2.0,17750
3117,203,987,1306987200.0,2.0,17759
3118,203,541,1306987200.0,2.0,17760
3119,203,1922,1306987200.0,2.0,17761
3120,203,1434,1306987200.0,2.0,17762
3121,203,2005,1306987200.0,2.0,17763
3122,358,203,1306987200.0,2.0,17769
3123,987,203,1306987200.0,2.0,17770
3124,541,203,1306987200.0,2.0,17780
3125,1922,203,1306987200.0,2.0,17781
3126,1434,203,1306987200.0,2.0,17782
3127,2005,203,1306987200.0,2.0,17783
3128,225,1654,1306987200.0,2.0,18202
3129,225,2571,1306987200.0,2.0,18204
3130,1654,225,1306987200.0,2.0,18218
3131,2571,225,1306987200.0,2.0,18220
3132,227,1433,1306987200.0,2.0,18266
3133,227,7525,1306987200.0,2.0,18267
3134,227,616,1306987200.0,2.0,18268
3135,227,2554,1306987200.0,2.0,18269
3136,1433,227,1306987200.0,2.0,18279
3137,7525,227,1306987200.0,2.0,18290
3138,2554,227,1306987200.0,2.0,18291
3139,616,227,1306987200.0,2.0,18292
3140,2563,240,1306987200.0,2.0,18498
3141,284,1237,1306987200.0,2.0,19184
3142,1237,284,1306987200.0,2.0,19191
3143,1935,325,1306987200.0,2.0,19677
3144,328,7374,1306987200.0,2.0,19707
3145,358,783,1306987200.0,2.0,20042
3146,358,662,1306987200.0,2.0,20048
3147,783,358,1306987200.0,2.0,20051
3148,662,358,1306987200.0,2.0,20057
3149,479,358,1306987200.0,2.0,20058
3150,424,1660,1306987200.0,0.0,20674
3151,1660,424,1306987200.0,2.0,20679
3152,1626,446,1306987200.0,2.0,20886
3153,924,449,1306987200.0,2.0,20905
3154,450,671,1306987200.0,0.0,20910
3155,671,450,1306987200.0,2.0,20912
3156,477,928,1306987200.0,2.0,21078
3157,477,2570,1306987200.0,2.0,21079
3158,477,2568,1306987200.0,2.0,21081
3159,928,477,1306987200.0,2.0,21084
3160,2568,477,1306987200.0,2.0,21087
3161,2570,477,1306987200.0,2.0,21088
3162,479,2561,1306987200.0,2.0,21107
3163,2561,479,1306987200.0,2.0,21117
3164,506,670,1306987200.0,2.0,21276
3165,506,1433,1306987200.0,2.0,21278
3166,670,506,1306987200.0,2.0,21281
3167,1433,506,1306987200.0,2.0,21283
3168,541,987,1306987200.0,2.0,21491
3169,987,541,1306987200.0,2.0,21495
3170,662,1008,1306987200.0,2.0,22087
3171,662,1972,1306987200.0,2.0,22088
3172,1008,662,1306987200.0,2.0,22089
3173,1972,662,1306987200.0,2.0,22090
3174,2572,662,1306987200.0,2.0,22091
3175,853,1640,1306987200.0,2.0,22774
3176,1432,1662,1306987200.0,2.0,23510
3177,1662,1432,1306987200.0,2.0,23511
3178,1434,1922,1306987200.0,2.0,23513
3179,1434,7374,1306987200.0,2.0,23514
3180,1922,1434,1306987200.0,2.0,23516
3181,7374,1434,1306987200.0,2.0,23517
3182,1655,1659,1306987200.0,2.0,23659
3183,1659,1655,1306987200.0,2.0,23661
3184,2005,7374,1306987200.0,2.0,23839
3185,7374,2005,1306987200.0,2.0,23840
3186,2,2560,1307073600.0,0.0,390
3187,579,2,1307073600.0,2.0,873
3188,2560,2,1307073600.0,2.0,874
3189,3,2007,1307073600.0,0.0,904
3190,3,778,1307073600.0,0.0,998
3191,3,450,1307073600.0,0.0,1058
3192,2007,3,1307073600.0,2.0,1188
3193,450,3,1307073600.0,0.0,1232
3194,539,5,1307073600.0,2.0,2085
3195,11,141,1307073600.0,0.0,3985
3196,66,17,1307073600.0,2.0,5667
3197,36,1659,1307073600.0,2.0,8666
3198,38,141,1307073600.0,0.0,8843
3199,66,38,1307073600.0,2.0,8880
3200,41,385,1307073600.0,0.0,9147
3201,2532,41,1307073600.0,2.0,9211
3202,46,327,1307073600.0,0.0,9645
3203,46,383,1307073600.0,0.0,9658
3204,327,46,1307073600.0,2.0,9706
3205,383,46,1307073600.0,2.0,9707
3206,51,170,1307073600.0,2.0,10109
3207,51,407,1307073600.0,2.0,10110
3208,51,779,1307073600.0,2.0,10139
3209,55,51,1307073600.0,0.0,10162
3210,779,51,1307073600.0,2.0,10183
3211,55,450,1307073600.0,0.0,10475
3212,450,55,1307073600.0,0.0,10512
3213,58,151,1307073600.0,2.0,10683
3214,1964,58,1307073600.0,2.0,10705
3215,151,58,1307073600.0,0.0,10706
3216,66,7571,1307073600.0,2.0,11302
3217,66,1249,1307073600.0,2.0,11303
3218,66,1652,1307073600.0,2.0,11304
3219,1249,66,1307073600.0,2.0,11339
3220,85,110,1307073600.0,2.0,12585
3221,85,216,1307073600.0,2.0,12595
3222,110,85,1307073600.0,0.0,12628
3223,216,85,1307073600.0,2.0,12636
3224,100,1620,1307073600.0,2.0,13642
3225,100,1659,1307073600.0,2.0,13652
3226,1659,100,1307073600.0,2.0,13674
3227,1994,100,1307073600.0,2.0,13675
3228,671,110,1307073600.0,2.0,14166
3229,120,312,1307073600.0,0.0,14656
3230,385,120,1307073600.0,1.0,14670
3231,312,120,1307073600.0,0.0,14673
3232,131,359,1307073600.0,2.0,15189
3233,131,1438,1307073600.0,2.0,15190
3234,131,2576,1307073600.0,2.0,15204
3235,131,858,1307073600.0,2.0,15205
3236,131,580,1307073600.0,2.0,15206
3237,131,1211,1307073600.0,2.0,15207
3238,131,779,1307073600.0,2.0,15208
3239,131,203,1307073600.0,2.0,15209
3240,131,778,1307073600.0,2.0,15210
3241,359,131,1307073600.0,2.0,15221
3242,2576,131,1307073600.0,2.0,15238
3243,580,131,1307073600.0,2.0,15239
3244,1211,131,1307073600.0,2.0,15240
3245,779,131,1307073600.0,2.0,15241
3246,778,131,1307073600.0,2.0,15242
3247,149,1996,1307073600.0,0.0,15911
3248,1996,149,1307073600.0,2.0,15929
3249,154,1663,1307073600.0,2.0,16139
3250,154,2575,1307073600.0,2.0,16140
3251,154,671,1307073600.0,2.0,16141
3252,154,1666,1307073600.0,2.0,16142
3253,1663,154,1307073600.0,2.0,16162
3254,671,154,1307073600.0,2.0,16163
3255,2575,154,1307073600.0,2.0,16164
3256,1666,154,1307073600.0,2.0,16165
3257,170,183,1307073600.0,2.0,16625
3258,170,1211,1307073600.0,2.0,16630
3259,1211,170,1307073600.0,2.0,16645
3260,183,170,1307073600.0,2.0,16646
3261,176,450,1307073600.0,2.0,16791
3262,450,176,1307073600.0,0.0,16806
3263,183,1438,1307073600.0,2.0,17282
3264,1438,183,1307073600.0,2.0,17299
3265,184,265,1307073600.0,2.0,17325
3266,265,184,1307073600.0,2.0,17342
3267,203,1652,1307073600.0,2.0,17749
3268,1652,203,1307073600.0,2.0,17768
3269,218,2562,1307073600.0,2.0,18053
3270,2562,218,1307073600.0,2.0,18070
3271,240,2563,1307073600.0,2.0,18479
3272,253,579,1307073600.0,2.0,18704
3273,579,253,1307073600.0,2.0,18722
3274,264,2011,1307073600.0,2.0,18934
3275,2011,264,1307073600.0,2.0,18939
3276,274,283,1307073600.0,2.0,19033
3277,283,926,1307073600.0,2.0,19168
3278,920,283,1307073600.0,2.0,19177
3279,926,283,1307073600.0,2.0,19178
3280,358,446,1307073600.0,2.0,20047
3281,446,358,1307073600.0,2.0,20054
3282,2016,359,1307073600.0,2.0,20062
3283,1439,359,1307073600.0,2.0,20063
3284,386,2009,1307073600.0,2.0,20332
3285,386,7571,1307073600.0,2.0,20333
3286,2009,386,1307073600.0,2.0,20338
3287,402,1667,1307073600.0,2.0,20437
3288,1667,402,1307073600.0,2.0,20441
3289,425,1438,1307073600.0,2.0,20684
3290,438,473,1307073600.0,0.0,20797
3291,438,2015,1307073600.0,0.0,20798
3292,2015,438,1307073600.0,2.0,20802
3293,444,7565,1307073600.0,2.0,20851
3294,450,1005,1307073600.0,0.0,20909
3295,1005,450,1307073600.0,2.0,20911
3296,530,1222,1307073600.0,2.0,21406
3297,533,7401,1307073600.0,2.0,21432
3298,1640,540,1307073600.0,2.0,21487
3299,575,7565,1307073600.0,2.0,21651
3300,576,1436,1307073600.0,2.0,21663
3301,857,576,1307073600.0,2.0,21666
3302,1436,576,1307073600.0,2.0,21671
3303,577,580,1307073600.0,2.0,21672
3304,577,7565,1307073600.0,2.0,21673
3305,580,577,1307073600.0,2.0,21675
3306,7565,577,1307073600.0,1.0,21676
3307,580,672,1307073600.0,2.0,21691
3308,672,580,1307073600.0,2.0,21693
3309,779,2013,1307073600.0,2.0,22530
3310,779,2012,1307073600.0,2.0,22531
3311,2013,779,1307073600.0,2.0,22533
3312,2012,779,1307073600.0,2.0,22534
3313,929,782,1307073600.0,2.0,22535
3314,858,1211,1307073600.0,2.0,22784
3315,1005,2011,1307073600.0,2.0,23058
3316,2011,1005,1307073600.0,2.0,23059
3317,2014,1236,1307073600.0,2.0,23359
3318,2564,1242,1307073600.0,2.0,23364
3319,1249,1251,1307073600.0,2.0,23370
3320,1251,1249,1307073600.0,2.0,23371
3321,1255,7565,1307073600.0,2.0,23385
3322,7565,1255,1307073600.0,1.0,23386
3323,1434,1658,1307073600.0,2.0,23512
3324,1658,1434,1307073600.0,2.0,23515
3325,1436,1627,1307073600.0,2.0,23518
3326,1627,1436,1307073600.0,2.0,23519
3327,1658,2012,1307073600.0,2.0,23666
3328,2012,1658,1307073600.0,2.0,23667
3329,1664,7565,1307073600.0,2.0,23671
3330,7565,1664,1307073600.0,1.0,23672
3331,2009,7571,1307073600.0,2.0,23841
3332,7571,2009,1307073600.0,2.0,23842
3333,2,726,1307160000.0,0.0,389
3334,726,2,1307160000.0,2.0,872
3335,5,2003,1307160000.0,0.0,1878
3336,2003,5,1307160000.0,2.0,2077
3337,11,2583,1307160000.0,0.0,3980
3338,11,1982,1307160000.0,0.0,3981
3339,11,58,1307160000.0,0.0,3983
3340,11,726,1307160000.0,0.0,3984
3341,2583,11,1307160000.0,2.0,4144
3342,1982,11,1307160000.0,2.0,4145
3343,58,11,1307160000.0,2.0,4146
3344,726,11,1307160000.0,2.0,4147
3345,131,11,1307160000.0,2.0,4148
3346,407,17,1307160000.0,2.0,5719
3347,22,580,1307160000.0,0.0,6459
3348,580,22,1307160000.0,2.0,6540
3349,34,184,1307160000.0,2.0,8281
3350,184,34,1307160000.0,2.0,8388
3351,36,995,1307160000.0,2.0,8630
3352,40,2017,1307160000.0,2.0,9036
3353,2017,40,1307160000.0,2.0,9079
3354,41,2532,1307160000.0,0.0,9146
3355,43,509,1307160000.0,0.0,9340
3356,509,43,1307160000.0,2.0,9401
3357,45,102,1307160000.0,2.0,9559
3358,51,102,1307160000.0,2.0,10115
3359,102,51,1307160000.0,2.0,10182
3360,55,384,1307160000.0,0.0,10474
3361,384,55,1307160000.0,2.0,10506
3362,58,665,1307160000.0,2.0,10640
3363,58,1964,1307160000.0,2.0,10682
3364,66,450,1307160000.0,2.0,11279
3365,2019,66,1307160000.0,2.0,11316
3366,76,327,1307160000.0,0.0,11983
3367,327,76,1307160000.0,2.0,12014
3368,103,726,1307160000.0,2.0,13772
3369,726,103,1307160000.0,2.0,13791
3370,107,216,1307160000.0,2.0,13978
3371,107,407,1307160000.0,2.0,13997
3372,407,107,1307160000.0,2.0,14014
3373,216,107,1307160000.0,2.0,14015
3374,131,7565,1307160000.0,2.0,15184
3375,131,300,1307160000.0,2.0,15198
3376,131,1440,1307160000.0,2.0,15199
3377,131,850,1307160000.0,2.0,15200
3378,131,1256,1307160000.0,2.0,15201
3379,131,726,1307160000.0,2.0,15202
3380,131,407,1307160000.0,2.0,15203
3381,7565,131,1307160000.0,1.0,15220
3382,300,131,1307160000.0,2.0,15231
3383,1440,131,1307160000.0,2.0,15232
3384,850,131,1307160000.0,2.0,15233
3385,1438,131,1307160000.0,2.0,15234
3386,1256,131,1307160000.0,2.0,15235
3387,407,131,1307160000.0,2.0,15236
3388,726,131,1307160000.0,2.0,15237
3389,170,216,1307160000.0,2.0,16618
3390,170,184,1307160000.0,2.0,16620
3391,170,7565,1307160000.0,2.0,16621
3392,170,1669,1307160000.0,2.0,16622
3393,170,673,1307160000.0,2.0,16629
3394,216,170,1307160000.0,2.0,16637
3395,1440,170,1307160000.0,2.0,16641
3396,184,170,1307160000.0,2.0,16642
3397,673,170,1307160000.0,2.0,16643
3398,1669,170,1307160000.0,2.0,16644
3399,184,7571,1307160000.0,2.0,17315
3400,184,726,1307160000.0,2.0,17327
3401,184,450,1307160000.0,2.0,17328
3402,184,671,1307160000.0,2.0,17329
3403,671,184,1307160000.0,2.0,17341
3404,726,184,1307160000.0,2.0,17344
3405,450,184,1307160000.0,0.0,17345
3406,2551,184,1307160000.0,2.0,17347
3407,203,575,1307160000.0,2.0,17745
3408,203,1012,1307160000.0,2.0,17758
3409,575,203,1307160000.0,2.0,17764
3410,1012,203,1307160000.0,2.0,17779
3411,216,913,1307160000.0,2.0,18013
3412,216,328,1307160000.0,2.0,18014
3413,216,324,1307160000.0,2.0,18015
3414,328,216,1307160000.0,2.0,18022
3415,324,216,1307160000.0,2.0,18023
3416,913,216,1307160000.0,2.0,18024
3417,253,7519,1307160000.0,2.0,18703
3418,7519,253,1307160000.0,2.0,18721
3419,264,407,1307160000.0,2.0,18933
3420,407,264,1307160000.0,2.0,18938
3421,274,1670,1307160000.0,2.0,19038
3422,1670,274,1307160000.0,2.0,19045
3423,323,479,1307160000.0,2.0,19649
3424,479,323,1307160000.0,2.0,19652
3425,2582,324,1307160000.0,2.0,19663
3426,359,1439,1307160000.0,2.0,20060
3427,384,7565,1307160000.0,2.0,20305
3428,7565,384,1307160000.0,1.0,20312
3429,426,7571,1307160000.0,2.0,20694
3430,473,1653,1307160000.0,2.0,21043
3431,1653,473,1307160000.0,2.0,21046
3432,478,1663,1307160000.0,2.0,21095
3433,1663,478,1307160000.0,2.0,21100
3434,509,1958,1307160000.0,2.0,21304
3435,1958,509,1307160000.0,2.0,21306
3436,575,1629,1307160000.0,2.0,21653
3437,575,726,1307160000.0,2.0,21654
3438,726,575,1307160000.0,2.0,21658
3439,576,850,1307160000.0,2.0,21665
3440,579,995,1307160000.0,2.0,21685
3441,995,579,1307160000.0,2.0,21687
3442,613,1670,1307160000.0,2.0,21857
3443,1670,613,1307160000.0,2.0,21861
3444,616,1442,1307160000.0,2.0,21888
3445,1442,616,1307160000.0,2.0,21892
3446,671,7565,1307160000.0,2.0,22126
3447,7565,671,1307160000.0,1.0,22127
3448,726,2580,1307160000.0,2.0,22365
3449,726,2008,1307160000.0,2.0,22366
3450,726,1662,1307160000.0,2.0,22367
3451,726,1114,1307160000.0,2.0,22368
3452,1662,726,1307160000.0,2.0,22369
3453,2008,726,1307160000.0,2.0,22370
3454,2580,726,1307160000.0,2.0,22371
3455,1114,726,1307160000.0,2.0,22372
3456,784,7565,1307160000.0,2.0,22537
3457,7565,784,1307160000.0,1.0,22538
3458,850,7565,1307160000.0,2.0,22760
3459,850,1668,1307160000.0,2.0,22761
3460,1668,850,1307160000.0,2.0,22762
3461,7565,850,1307160000.0,1.0,22763
3462,855,1653,1307160000.0,2.0,22779
3463,928,7565,1307160000.0,2.0,22934
3464,7565,928,1307160000.0,1.0,22936
3465,1007,7565,1307160000.0,2.0,23060
3466,1007,1012,1307160000.0,2.0,23061
3467,1007,1672,1307160000.0,2.0,23062
3468,7565,1007,1307160000.0,1.0,23063
3469,1012,1007,1307160000.0,2.0,23064
3470,1672,1007,1307160000.0,2.0,23065
3471,1106,7565,1307160000.0,2.0,23202
3472,7565,1106,1307160000.0,1.0,23205
3473,1113,7565,1307160000.0,2.0,23210
3474,7565,1113,1307160000.0,1.0,23212
3475,1236,2014,1307160000.0,2.0,23354
3476,1238,7565,1307160000.0,2.0,23360
3477,1251,1666,1307160000.0,2.0,23377
3478,1666,1251,1307160000.0,2.0,23379
3479,1437,7565,1307160000.0,2.0,23520
3480,7565,1437,1307160000.0,1.0,23521
3481,1656,3775,1307160000.0,2.0,23663
3482,1673,7565,1307160000.0,2.0,23677
3483,7565,1673,1307160000.0,1.0,23678
3484,1977,2579,1307160000.0,2.0,23826
3485,2579,1977,1307160000.0,2.0,23827
3486,7565,7571,1307160000.0,1.0,24160
3487,7571,7565,1307160000.0,2.0,24161
3488,3,36,1307246400.0,0.0,1057
3489,36,3,1307246400.0,2.0,1231
3490,5,782,1307246400.0,0.0,1876
3491,5,2002,1307246400.0,0.0,1935
3492,1010,5,1307246400.0,2.0,2032
3493,782,5,1307246400.0,2.0,2075
3494,2002,5,1307246400.0,2.0,2143
3495,11,384,1307246400.0,0.0,3977
3496,11,711,1307246400.0,0.0,3978
3497,11,66,1307246400.0,0.0,3979
3498,384,11,1307246400.0,2.0,4141
3499,711,11,1307246400.0,2.0,4142
3500,66,11,1307246400.0,2.0,4143
3501,17,102,1307246400.0,0.0,5571
3502,29,727,1307246400.0,0.0,7636
3503,29,2023,1307246400.0,0.0,7647
3504,29,1008,1307246400.0,0.0,7681
3505,2023,29,1307246400.0,2.0,7700
3506,7395,29,1307246400.0,2.0,7722
3507,727,29,1307246400.0,2.0,7723
3508,1008,29,1307246400.0,2.0,7724
3509,36,579,1307246400.0,2.0,8665
3510,40,46,1307246400.0,2.0,9055
3511,45,1430,1307246400.0,2.0,9573
3512,46,989,1307246400.0,0.0,9656
3513,46,921,1307246400.0,0.0,9657
3514,46,1107,1307246400.0,0.0,9660
3515,989,46,1307246400.0,2.0,9703
3516,1674,46,1307246400.0,2.0,9704
3517,921,46,1307246400.0,2.0,9705
3518,1107,46,1307246400.0,2.0,9710
3519,51,785,1307246400.0,2.0,10137
3520,51,1668,1307246400.0,2.0,10138
3521,785,51,1307246400.0,2.0,10180
3522,1668,51,1307246400.0,2.0,10181
3523,58,7565,1307246400.0,2.0,10639
3524,58,324,1307246400.0,2.0,10654
3525,58,110,1307246400.0,2.0,10680
3526,58,717,1307246400.0,2.0,10681
3527,665,58,1307246400.0,2.0,10693
3528,324,58,1307246400.0,2.0,10703
3529,110,58,1307246400.0,0.0,10732
3530,717,58,1307246400.0,2.0,10733
3531,66,58,1307246400.0,2.0,10734
3532,408,58,1307246400.0,2.0,10735
3533,66,342,1307246400.0,2.0,11301
3534,342,66,1307246400.0,2.0,11338
3535,100,2020,1307246400.0,2.0,13651
3536,2020,100,1307246400.0,2.0,13673
3537,102,479,1307246400.0,2.0,13731
3538,479,102,1307246400.0,2.0,13746
3539,103,1259,1307246400.0,2.0,13764
3540,103,1014,1307246400.0,2.0,13765
3541,103,7597,1307246400.0,2.0,13766
3542,103,1257,1307246400.0,2.0,13767
3543,103,509,1307246400.0,2.0,13771
3544,1259,103,1307246400.0,2.0,13786
3545,1014,103,1307246400.0,2.0,13787
3546,1257,103,1307246400.0,2.0,13788
3547,1647,103,1307246400.0,2.0,13789
3548,509,103,1307246400.0,2.0,13790
3549,7330,103,1307246400.0,2.0,13797
3550,131,342,1307246400.0,2.0,15188
3551,342,131,1307246400.0,2.0,15230
3552,7328,138,1307246400.0,2.0,15496
3553,168,987,1307246400.0,2.0,16578
3554,987,168,1307246400.0,2.0,16599
3555,170,203,1307246400.0,2.0,16628
3556,859,170,1307246400.0,2.0,16634
3557,203,170,1307246400.0,2.0,16640
3558,184,675,1307246400.0,2.0,17314
3559,675,184,1307246400.0,2.0,17333
3560,195,996,1307246400.0,2.0,17598
3561,251,407,1307246400.0,2.0,18675
3562,407,251,1307246400.0,2.0,18679
3563,2581,264,1307246400.0,2.0,18937
3564,301,342,1307246400.0,2.0,19404
3565,342,301,1307246400.0,2.0,19411
3566,324,479,1307246400.0,2.0,19654
3567,324,2582,1307246400.0,2.0,19658
3568,479,324,1307246400.0,2.0,19661
3569,342,2462,1307246400.0,2.0,19880
3570,2462,342,1307246400.0,2.0,19889
3571,358,475,1307246400.0,2.0,20044
3572,384,618,1307246400.0,2.0,20307
3573,618,384,1307246400.0,2.0,20314
3574,407,7565,1307246400.0,2.0,20513
3575,420,775,1307246400.0,2.0,20637
3576,775,420,1307246400.0,2.0,20645
3577,449,1008,1307246400.0,2.0,20899
3578,1008,449,1307246400.0,2.0,20904
3579,474,987,1307246400.0,2.0,21049
3580,987,474,1307246400.0,2.0,21052
3581,478,1641,1307246400.0,2.0,21094
3582,1641,478,1307246400.0,2.0,21099
3583,479,989,1307246400.0,2.0,21101
3584,479,859,1307246400.0,2.0,21106
3585,989,479,1307246400.0,2.0,21112
3586,859,479,1307246400.0,2.0,21116
3587,717,503,1307246400.0,2.0,21266
3588,534,503,1307246400.0,2.0,21267
3589,537,7597,1307246400.0,2.0,21455
3590,539,727,1307246400.0,2.0,21481
3591,616,7565,1307246400.0,2.0,21885
3592,616,2555,1307246400.0,2.0,21886
3593,616,719,1307246400.0,2.0,21887
3594,719,616,1307246400.0,2.0,21889
3595,7565,616,1307246400.0,1.0,21890
3596,2555,616,1307246400.0,2.0,21891
3597,618,621,1307246400.0,2.0,21899
3598,621,618,1307246400.0,2.0,21902
3599,621,7597,1307246400.0,2.0,21916
3600,842,621,1307246400.0,2.0,21921
3601,675,1014,1307246400.0,2.0,22138
3602,1014,675,1307246400.0,2.0,22140
3603,7565,727,1307246400.0,1.0,22375
3604,859,1009,1307246400.0,2.0,22785
3605,1009,859,1307246400.0,2.0,22786
3606,989,7597,1307246400.0,2.0,23037
3607,1115,7565,1307246400.0,2.0,23213
3608,7565,1115,1307246400.0,1.0,23214
3609,1116,2021,1307246400.0,2.0,23216
3610,2021,1116,1307246400.0,2.0,23218
3611,1236,2589,1307246400.0,2.0,23353
3612,2589,1236,1307246400.0,2.0,23358
3613,7565,1238,1307246400.0,1.0,23361
3614,1442,7565,1307246400.0,2.0,23527
3615,2015,7373,1307246400.0,2.0,23843
3616,7373,2015,1307246400.0,2.0,23844
3617,2,579,1307332800.0,0.0,145
3618,5,7597,1307332800.0,0.0,1875
3619,17,7597,1307332800.0,0.0,5539
3620,7597,17,1307332800.0,1.0,5684
3621,29,1256,1307332800.0,0.0,7653
3622,29,2030,1307332800.0,0.0,7675
3623,29,676,1307332800.0,0.0,7676
3624,29,581,1307332800.0,0.0,7677
3625,29,2586,1307332800.0,0.0,7678
3626,29,51,1307332800.0,0.0,7679
3627,29,515,1307332800.0,0.0,7680
3628,2030,29,1307332800.0,2.0,7716
3629,676,29,1307332800.0,2.0,7717
3630,581,29,1307332800.0,2.0,7718
3631,2586,29,1307332800.0,2.0,7719
3632,51,29,1307332800.0,2.0,7720
3633,515,29,1307332800.0,2.0,7721
3634,34,541,1307332800.0,2.0,8357
3635,541,34,1307332800.0,2.0,8387
3636,36,2562,1307332800.0,2.0,8664
3637,49,409,1307332800.0,2.0,9899
3638,409,49,1307332800.0,2.0,9960
3639,51,7597,1307332800.0,2.0,10104
3640,58,253,1307332800.0,2.0,10655
3641,58,995,1307332800.0,2.0,10679
3642,253,58,1307332800.0,2.0,10704
3643,7565,58,1307332800.0,1.0,10730
3644,995,58,1307332800.0,2.0,10731
3645,927,66,1307332800.0,2.0,11337
3646,77,1942,1307332800.0,2.0,12065
3647,241,77,1307332800.0,2.0,12067
3648,79,109,1307332800.0,2.0,12194
3649,109,79,1307332800.0,2.0,12212
3650,92,1085,1307332800.0,0.0,13131
3651,102,2581,1307332800.0,2.0,13725
3652,7597,103,1307332800.0,1.0,13796
