,u,i,ts,label,idx
5089,833,1181,1308387899.62765,1.0,5090
5090,776,1163,1308406070.15696,2.0,5091
5091,1069,1163,1308406081.69104,2.0,5092
5092,665,1163,1308406166.90481,2.0,5093
5093,1133,1101,1308418018.63285,2.0,5094
5094,1101,1133,1308418090.61875,2.0,5095
5095,437,973,1308425270.28923,2.0,5096
5096,1170,571,1308425665.7272,2.0,5097
5097,571,1170,1308425802.40124,2.0,5098
5098,1029,1101,1308428289.40277,2.0,5099
5099,1101,1029,1308428289.66003,2.0,5100
5100,1169,205,1308442999.30145,2.0,5101
5101,205,1169,1308443161.60653,1.0,5102
5102,580,400,1308445033.66688,2.0,5103
5103,400,580,1308445103.33294,2.0,5104
5104,1182,979,1308450894.86549,2.0,5105
5105,979,1182,1308451460.29599,2.0,5106
5106,580,906,1308452534.04422,2.0,5107
5107,906,580,1308452559.16675,1.0,5108
5108,1101,579,1308461420.48685,2.0,5109
5109,579,1101,1308461426.32325,2.0,5110
5110,578,883,1308465278.43588,2.0,5111
5111,883,578,1308465336.72465,2.0,5112
5112,384,30,1308472446.62939,2.0,5113
5113,973,437,1308482397.92034,2.0,5114
5114,1185,110,1308483945.4436,2.0,5115
5115,1186,537,1308490911.04698,0.0,5116
5116,1187,758,1308493818.86156,2.0,5117
5117,758,1187,1308493832.25382,2.0,5118
5118,1188,1187,1308496501.8025,2.0,5119
5119,1187,1188,1308496527.91739,2.0,5120
5120,1189,1188,1308496911.40066,2.0,5121
5121,1188,1189,1308496961.65185,2.0,5122
5122,657,347,1308497064.17121,2.0,5123
5123,347,657,1308497278.80245,2.0,5124
5124,835,541,1308503945.35825,2.0,5125
5125,851,556,1308504014.39142,2.0,5126
5126,836,541,1308504094.05382,2.0,5127
5127,930,578,1308526377.87713,2.0,5128
5128,652,318,1308531758.79881,2.0,5129
5129,318,652,1308531789.25531,2.0,5130
5130,1190,652,1308534150.3142,2.0,5131
5131,652,1190,1308534622.74965,2.0,5132
5132,1191,407,1308535009.75033,2.0,5133
5133,407,1191,1308535279.20943,2.0,5134
5134,1192,501,1308542693.22185,2.0,5135
5135,1193,1163,1308543568.72607,2.0,5136
5136,1194,1193,1308544062.47055,2.0,5137
5137,1193,1194,1308544093.08192,2.0,5138
5138,1195,1006,1308546423.8664,2.0,5139
5139,1006,1195,1308546438.76434,2.0,5140
5140,1196,1163,1308546503.88328,2.0,5141
5141,1163,1196,1308546639.97848,2.0,5142
5142,536,354,1308550031.39282,2.0,5143
5143,354,536,1308550183.01647,0.0,5144
5144,648,665,1308553273.81246,2.0,5145
5145,1019,1166,1308553720.80423,0.0,5146
5146,1166,1019,1308553786.63383,2.0,5147
5147,1163,1193,1308554060.58391,2.0,5148
5148,1197,769,1308555832.56656,2.0,5149
5149,769,1197,1308556236.91449,2.0,5150
5150,501,1192,1308557386.10473,2.0,5151
5151,1198,1197,1308573140.3034,2.0,5152
5152,1197,1198,1308573361.56347,2.0,5153
5153,843,40,1308576761.44227,2.0,5154
5154,40,843,1308576922.30717,0.0,5155
5155,788,40,1308582656.11436,1.0,5156
5156,788,645,1308584775.92909,1.0,5157
5157,1200,1184,1308584873.84212,2.0,5158
5158,14,200,1308586317.96636,0.0,5159
5159,200,14,1308586664.09612,2.0,5160
5160,635,789,1308592544.76427,2.0,5161
5161,789,635,1308592586.40921,2.0,5162
5162,1201,354,1308598001.31922,2.0,5163
5163,354,1201,1308600926.05843,0.0,5164
5164,1202,1201,1308603199.54608,0.0,5165
5165,1201,1202,1308603220.83075,2.0,5166
5166,1163,776,1308605630.1072,2.0,5167
5167,1167,776,1308605655.61328,2.0,5168
5168,1163,1203,1308606829.79712,2.0,5169
5169,1205,1054,1308606939.41448,2.0,5170
5170,1054,1205,1308606985.10966,0.0,5171
5171,833,1193,1308608859.88398,1.0,5172
5172,727,833,1308613256.66019,2.0,5173
5173,1206,1163,1308613457.33214,2.0,5174
5174,1163,1206,1308613590.79877,2.0,5175
5175,1207,1206,1308616780.88598,2.0,5176
5176,18,523,1308620856.85305,0.0,5177
5177,1169,1207,1308621399.3876,2.0,5178
5178,1207,1169,1308621462.54114,2.0,5179
5179,567,833,1308623074.84559,2.0,5180
5180,1027,833,1308623124.89468,2.0,5181
5181,733,833,1308623203.28467,2.0,5182
5182,493,833,1308623363.47181,2.0,5183
5183,959,833,1308623373.5742,2.0,5184
5184,503,1105,1308623801.28666,2.0,5185
5185,833,1208,1308626115.00976,1.0,5186
5186,523,18,1308627060.37368,2.0,5187
5187,1209,1163,1308633370.13317,2.0,5188
5188,1163,1209,1308633586.3673,2.0,5189
5189,776,1167,1308635359.03674,2.0,5190
5190,871,1066,1308644955.59639,2.0,5191
5191,1066,871,1308645425.70314,2.0,5192
5192,1210,1066,1308645532.17957,2.0,5193
5193,1066,1210,1308646203.44466,2.0,5194
5194,1111,1210,1308646596.01438,2.0,5195
5195,1211,1201,1308647026.82312,2.0,5196
5196,1212,1111,1308648252.2913,2.0,5197
5197,1208,833,1308651034.43198,2.0,5198
5198,1201,1029,1308651675.20016,2.0,5199
5199,1201,1213,1308651719.17365,2.0,5200
5200,1213,1201,1308652319.20238,2.0,5201
5201,1029,1201,1308652333.48856,2.0,5202
5202,73,944,1308655963.19816,0.0,5203
5203,944,73,1308656017.25768,2.0,5204
5204,833,296,1308661563.85617,1.0,5205
5205,271,833,1308668850.33609,0.0,5206
5206,1214,572,1308675188.08132,2.0,5207
5207,1215,447,1308678158.50566,2.0,5208
5208,1216,1163,1308679364.10064,2.0,5209
5209,1163,1216,1308679448.23291,2.0,5210
5210,674,571,1308683622.68191,2.0,5211
5211,571,674,1308683682.35885,2.0,5212
5212,313,65,1308685459.03989,2.0,5213
5213,65,313,1308686009.74224,0.0,5214
5214,1217,1203,1308688276.45548,2.0,5215
5215,1218,1163,1308692472.51046,0.0,5216
5216,1201,1211,1308692490.80557,2.0,5217
5217,1163,1218,1308692607.47773,2.0,5218
5218,1219,24,1308696916.50091,0.0,5219
5219,942,24,1308697466.85262,2.0,5220
5220,1220,24,1308697486.47276,2.0,5221
5221,2,24,1308697521.08128,0.0,5222
5222,1221,24,1308699002.16622,0.0,5223
5223,447,1215,1308699923.5684,2.0,5224
5224,1222,1163,1308700160.77588,2.0,5225
5225,1163,1222,1308700907.51217,2.0,5226
5226,1203,1163,1308701174.24091,2.0,5227
5227,1223,14,1308701429.7513,2.0,5228
5228,1224,14,1308701488.12623,2.0,5229
5229,14,1223,1308701541.73834,0.0,5230
5230,1225,1163,1308701624.9887,2.0,5231
5231,14,1224,1308702656.4018,0.0,5232
5232,939,924,1308702978.27288,2.0,5233
5233,1101,924,1308703009.92944,2.0,5234
5234,1163,1225,1308703895.66705,2.0,5235
5235,1226,1163,1308704027.12163,2.0,5236
5236,1163,1226,1308704097.19663,2.0,5237
5237,24,1221,1308704187.83665,0.0,5238
5238,995,172,1308706007.12548,2.0,5239
5239,172,995,1308706060.41569,2.0,5240
5240,1227,1163,1308707845.34969,2.0,5241
5241,1163,1227,1308708071.39032,2.0,5242
5242,1227,14,1308708525.49093,2.0,5243
5243,14,1227,1308708552.37092,0.0,5244
5244,1208,271,1308712016.4176,2.0,5245
5245,1228,1215,1308713263.5138,2.0,5246
5246,1163,1044,1308716993.2238,2.0,5247
5247,1229,37,1308717685.537,2.0,5248
5248,1044,1163,1308717739.71548,2.0,5249
5249,1230,1199,1308718325.75572,2.0,5250
5250,73,580,1308721693.05435,0.0,5251
5251,580,73,1308721707.37566,2.0,5252
5252,1228,1108,1308723652.79471,2.0,5253
5253,1220,1219,1308723687.56641,2.0,5254
5254,1231,1199,1308724727.67845,2.0,5255
5255,1199,1231,1308724795.82583,2.0,5256
5256,924,541,1308728280.16481,2.0,5257
5257,541,924,1308728282.63303,2.0,5258
5258,1232,643,1308731505.63425,2.0,5259
5259,1233,924,1308736307.15912,2.0,5260
5260,924,1233,1308736391.39745,2.0,5261
5261,26,645,1308738236.39608,0.0,5262
5262,1228,635,1308743888.21979,2.0,5263
5263,1184,1200,1308744495.4735,2.0,5264
5264,37,1229,1308749089.89573,2.0,5265
5265,1234,633,1308757721.43927,2.0,5266
5266,633,1234,1308757865.38436,2.0,5267
5267,730,633,1308760803.97714,2.0,5268
5268,633,730,1308760847.76313,2.0,5269
5269,1235,1101,1308761061.35621,2.0,5270
5270,1101,1235,1308761081.96573,2.0,5271
5271,1236,776,1308762660.79436,2.0,5272
5272,711,776,1308762936.79577,2.0,5273
5273,776,593,1308763809.63749,2.0,5274
5274,593,776,1308763975.10431,2.0,5275
5275,24,1220,1308764974.85678,0.0,5276
5276,1219,1220,1308764980.53998,0.0,5277
5277,264,1220,1308764985.32688,2.0,5278
5278,776,711,1308766774.88048,2.0,5279
5279,1239,1238,1308775327.91618,2.0,5280
5280,1240,1218,1308776782.53244,2.0,5281
5281,1226,1218,1308778260.29112,2.0,5282
5282,652,1044,1308779863.25232,2.0,5283
5283,1218,1238,1308779998.36118,0.0,5284
5284,453,578,1308780290.18967,2.0,5285
5285,578,453,1308780302.43799,2.0,5286
5286,1238,1218,1308780312.33361,2.0,5287
5287,1218,1240,1308780312.85497,0.0,5288
5288,1218,1226,1308780887.11996,0.0,5289
5289,523,1208,1308787047.3044,2.0,5290
5290,1227,1208,1308787150.41721,2.0,5291
5291,271,1208,1308787234.85404,0.0,5292
5292,1241,936,1308787328.29675,2.0,5293
5293,936,1241,1308787341.91056,2.0,5294
5294,1208,523,1308795083.50088,2.0,5295
5295,947,1101,1308797589.56776,2.0,5296
5296,1101,947,1308798137.52565,2.0,5297
5297,1242,1231,1308799902.81232,2.0,5298
5298,1231,1242,1308799989.62093,2.0,5299
5299,1243,1242,1308800215.81705,2.0,5300
5300,1242,1243,1308800615.72674,2.0,5301
5301,1208,1227,1308802779.46493,2.0,5302
5302,1208,114,1308803376.37931,2.0,5303
5303,776,1236,1308818193.79392,2.0,5304
5304,1203,1217,1308827983.27122,2.0,5305
5305,1240,900,1308835755.81795,2.0,5306
5306,900,1240,1308835764.87561,2.0,5307
5307,1231,1240,1308836843.42387,2.0,5308
5308,1244,1240,1308837161.92381,0.0,5309
5309,1240,1244,1308837415.73926,2.0,5310
5310,635,1244,1308843920.71049,2.0,5311
5311,609,924,1308844478.8869,2.0,5312
5312,924,609,1308844549.62818,2.0,5313
5313,351,895,1308845133.92544,2.0,5314
5314,895,351,1308845140.79155,2.0,5315
5315,351,538,1308846210.87913,2.0,5316
5316,538,351,1308846528.06371,0.0,5317
5317,1244,635,1308847057.27416,0.0,5318
5318,1227,1244,1308849684.32017,2.0,5319
5319,1105,503,1308850555.20999,2.0,5320
5320,1245,635,1308850731.70232,2.0,5321
5321,1101,1085,1308851197.55906,2.0,5322
5322,1085,1101,1308851307.67882,2.0,5323
5323,1108,635,1308851323.17943,2.0,5324
5324,635,1108,1308851397.24347,2.0,5325
5325,635,1245,1308852756.45273,2.0,5326
5326,1246,979,1308852947.10121,2.0,5327
5327,979,1246,1308853132.9267,2.0,5328
5328,1244,1227,1308853700.36719,0.0,5329
5329,1202,1244,1308856853.8291,0.0,5330
5330,635,1228,1308857822.01008,2.0,5331
5331,1108,1228,1308857847.2075,2.0,5332
5332,1244,1202,1308861390.73732,0.0,5333
5333,1247,5,1308861974.70958,0.0,5334
5334,114,1208,1308866537.10968,0.0,5335
5335,1248,121,1308866825.42621,2.0,5336
5336,1223,210,1308869825.82533,2.0,5337
5337,210,1223,1308869913.19719,2.0,5338
5338,121,1248,1308872291.95521,0.0,5339
5339,979,1026,1308875180.46294,2.0,5340
5340,1026,979,1308875195.83282,2.0,5341
5341,1249,1163,1308875235.72053,2.0,5342
5342,1163,1249,1308875530.74188,2.0,5343
5343,905,1101,1308888410.19289,2.0,5344
5344,1101,905,1308888440.3917,2.0,5345
5345,1163,1244,1308894739.0345,2.0,5346
5346,1095,909,1308894762.03654,2.0,5347
5347,909,1095,1308894867.0967,0.0,5348
5348,1244,1163,1308894933.37814,0.0,5349
5349,1163,1250,1308896010.85619,2.0,5350
5350,1250,1163,1308897010.49461,2.0,5351
5351,1251,366,1308905486.08117,2.0,5352
5352,1253,895,1308913631.78931,2.0,5353
5353,895,1253,1308913661.89454,2.0,5354
5354,1252,1248,1308913764.32727,2.0,5355
5355,1248,1252,1308914967.58228,2.0,5356
5356,635,271,1308923729.95405,2.0,5357
5357,271,635,1308924030.4786,0.0,5358
5358,1254,831,1308926130.29615,2.0,5359
5359,831,1254,1308926154.25479,2.0,5360
5360,979,778,1308926624.35234,2.0,5361
5361,1237,571,1308934077.30637,2.0,5362
5362,1255,562,1308934647.7861,2.0,5363
5363,562,1255,1308935147.76281,2.0,5364
5364,1198,1199,1308940292.49046,2.0,5365
5365,1256,1250,1308943646.77253,2.0,5366
5366,551,906,1308943943.96098,2.0,5367
5367,1250,1256,1308944008.3667,2.0,5368
5368,453,551,1308945326.42492,2.0,5369
5369,551,453,1308945343.83173,2.0,5370
5370,453,1101,1308946556.19419,2.0,5371
5371,1101,453,1308946570.8275,2.0,5372
5372,366,1251,1308952314.96041,2.0,5373
5373,551,210,1308952428.14621,2.0,5374
5374,210,551,1308952506.91701,2.0,5375
5375,1257,883,1308957277.85864,2.0,5376
5376,883,1257,1308957300.48509,2.0,5377
5377,629,979,1308959655.64123,2.0,5378
5378,979,629,1308959677.93465,2.0,5379
5379,4,1221,1308960348.50012,0.0,5380
5380,778,979,1308961304.85206,2.0,5381
5381,1105,1163,1308963479.50002,2.0,5382
5382,1163,1105,1308963544.46965,2.0,5383
5383,715,689,1308975154.4237,2.0,5384
5384,689,715,1308975239.06563,2.0,5385
5385,1095,578,1308975298.45198,2.0,5386
5386,578,1095,1308975379.49556,2.0,5387
5387,1258,909,1308976772.40936,0.0,5388
5388,782,1163,1308980389.76201,2.0,5389
5389,1163,782,1308980411.50272,2.0,5390
5390,668,782,1308982770.16632,2.0,5391
5391,909,1258,1308984967.23784,0.0,5392
5392,1227,1029,1308985814.12085,2.0,5393
5393,1029,1227,1308986221.8707,2.0,5394
5394,1258,1163,1308986247.15938,0.0,5395
5395,1163,1258,1308986276.36516,2.0,5396
5396,668,1258,1308986353.34762,2.0,5397
5397,782,668,1308987075.1926,2.0,5398
5398,1232,562,1308987089.16488,2.0,5399
5399,1258,668,1308988056.61427,0.0,5400
5400,562,1232,1308994974.36323,2.0,5401
5401,643,1232,1308995050.72714,2.0,5402
5402,1163,906,1309003917.2563,2.0,5403
5403,788,789,1309013822.41575,1.0,5404
5404,26,789,1309013894.78018,0.0,5405
5405,593,1095,1309015029.5863,2.0,5406
5406,1095,792,1309015033.06317,2.0,5407
5407,792,1095,1309015065.30632,2.0,5408
5408,1095,593,1309015100.74606,2.0,5409
5409,1199,1218,1309017585.4532,2.0,5410
5410,1259,523,1309017650.66095,2.0,5411
5411,523,1259,1309017652.3453,2.0,5412
5412,1218,1199,1309022526.35696,0.0,5413
5413,1260,1218,1309024301.91702,2.0,5414
5414,1218,1260,1309024398.96409,0.0,5415
5415,1261,1038,1309026025.2824,2.0,5416
5416,1038,1261,1309026031.83007,2.0,5417
5417,1262,1261,1309026405.73059,2.0,5418
5418,1167,1261,1309026526.18081,2.0,5419
5419,1261,1167,1309027036.76843,2.0,5420
5420,385,1258,1309037415.81072,0.0,5421
5421,1258,385,1309037474.43113,0.0,5422
5422,2,540,1309065147.58341,0.0,5423
5423,540,2,1309065236.6863,2.0,5424
5424,73,114,1309066360.9094,0.0,5425
5425,114,73,1309066361.72438,0.0,5426
5426,668,73,1309066464.42618,2.0,5427
5427,73,668,1309068133.46816,0.0,5428
5428,1167,8,1309069623.72422,2.0,5429
5429,665,1263,1309072491.93009,2.0,5430
5430,8,1167,1309072954.47682,0.0,5431
5431,1264,1218,1309085604.05186,2.0,5432
5432,1218,1264,1309085695.80062,0.0,5433
5433,1265,1163,1309089822.80743,2.0,5434
5434,1265,1218,1309090686.51332,2.0,5435
5435,1163,1265,1309092096.21759,2.0,5436
5436,1218,1265,1309092187.33229,0.0,5437
5437,1266,1163,1309097738.47805,2.0,5438
5438,1163,1266,1309098361.69741,2.0,5439
5439,1267,1163,1309100771.17546,2.0,5440
5440,1163,1267,1309101095.43453,2.0,5441
5441,1240,1267,1309101116.23793,2.0,5442
5442,1267,1240,1309101575.57827,2.0,5443
5443,1095,1238,1309112715.18448,2.0,5444
5444,1238,1095,1309112749.52424,2.0,5445
5445,578,930,1309114781.63798,2.0,5446
5446,571,1237,1309118464.57948,2.0,5447
5447,930,305,1309118651.37731,2.0,5448
5448,305,930,1309118676.21301,0.0,5449
5449,1199,1230,1309127588.6476,2.0,5450
5450,1163,1230,1309129752.80939,2.0,5451
5451,1230,1163,1309129804.92148,2.0,5452
5452,1163,73,1309129896.12043,2.0,5453
5453,73,1163,1309129950.0767,0.0,5454
5454,1263,1199,1309130126.40282,2.0,5455
5455,1199,1263,1309130769.09962,2.0,5456
5456,354,1163,1309131054.15476,0.0,5457
5457,1263,1163,1309131545.10999,2.0,5458
5458,1163,1263,1309131624.49582,2.0,5459
5459,924,1258,1309138549.91069,2.0,5460
5460,1258,924,1309139553.8337,0.0,5461
5461,593,924,1309158824.21873,2.0,5462
5462,494,354,1309159260.46301,2.0,5463
5463,354,494,1309159341.14056,0.0,5464
5464,924,593,1309159645.17818,2.0,5465
5465,635,593,1309185400.50813,2.0,5466
5466,593,635,1309185522.05477,2.0,5467
5467,778,1163,1309189279.90849,2.0,5468
5468,1163,778,1309189404.6002,2.0,5469
5469,1270,635,1309198755.64502,2.0,5470
5470,494,906,1309204469.44232,2.0,5471
5471,946,36,1309204581.45284,2.0,5472
5472,1271,1270,1309208506.45568,2.0,5473
5473,8,946,1309210453.71509,0.0,5474
5474,1254,1240,1309211506.06485,2.0,5475
5475,1240,1254,1309211599.21875,2.0,5476
5476,541,836,1309212632.38968,2.0,5477
5477,1258,1240,1309215241.3393,0.0,5478
5478,778,1240,1309216506.9941,2.0,5479
5479,1240,778,1309216620.49311,2.0,5480
5480,727,523,1309235554.66021,2.0,5481
5481,5,909,1309237983.28955,0.0,5482
5482,909,5,1309239244.73464,0.0,5483
5483,1258,5,1309243972.19887,0.0,5484
5484,906,1163,1309257694.31324,1.0,5485
5485,1038,1270,1309272697.03082,2.0,5486
5486,1270,1038,1309272702.58568,2.0,5487
5487,1270,1163,1309274303.81913,2.0,5488
5488,1163,1270,1309274496.89257,2.0,5489
5489,326,229,1309274837.50535,2.0,5490
5490,229,326,1309275019.64244,2.0,5491
5491,1272,1163,1309280009.48837,2.0,5492
5492,1163,1272,1309280144.19373,2.0,5493
5493,1273,326,1309284996.77206,2.0,5494
5494,326,1273,1309286067.93726,2.0,5495
5495,1274,1273,1309286351.05811,2.0,5496
5496,1273,1274,1309286511.29453,2.0,5497
5497,1258,1038,1309287720.05014,0.0,5498
5498,1038,1258,1309287778.29632,2.0,5499
5499,1275,1065,1309289064.87118,2.0,5500
5500,1269,918,1309289898.65047,0.0,5501
5501,918,1269,1309289918.02922,2.0,5502
5502,1065,1275,1309290726.7008,2.0,5503
5503,1270,1271,1309291913.42349,2.0,5504
5504,1075,1043,1309295896.07369,2.0,5505
5505,1264,538,1309299402.41309,2.0,5506
5506,538,1264,1309300027.8259,0.0,5507
5507,1276,943,1309302295.09551,2.0,5508
5508,943,1276,1309302876.92983,2.0,5509
5509,1264,1258,1309303105.43255,2.0,5510
5510,1258,1264,1309303313.24574,0.0,5511
5511,1208,787,1309306738.47966,2.0,5512
5512,730,493,1309306879.23037,2.0,5513
5513,493,730,1309306935.99554,2.0,5514
5514,1075,909,1309309054.62259,2.0,5515
5515,833,1258,1309309166.34192,1.0,5516
5516,833,5,1309309207.93565,1.0,5517
5517,1277,1065,1309309693.25801,2.0,5518
5518,1065,1277,1309309753.41559,2.0,5519
5519,1278,1269,1309313207.79943,2.0,5520
5520,1279,1258,1309314176.03548,2.0,5521
5521,1258,1279,1309314200.12481,0.0,5522
5522,1278,136,1309314304.99254,2.0,5523
5523,1280,636,1309316630.13524,2.0,5524
5524,636,1280,1309316845.65761,2.0,5525
5525,636,883,1309319228.23192,2.0,5526
5526,271,1044,1309321483.43037,0.0,5527
5527,1044,271,1309321505.47585,2.0,5528
5528,1281,1166,1309322058.16923,2.0,5529
5529,1166,1281,1309322072.39828,2.0,5530
5530,1075,968,1309322811.93795,2.0,5531
5531,1044,1155,1309323270.22002,2.0,5532
5532,1155,1044,1309323331.89695,2.0,5533
5533,1065,215,1309323550.69456,2.0,5534
5534,215,1065,1309323645.2984,2.0,5535
5535,539,1044,1309326687.18313,2.0,5536
5536,1044,539,1309326793.08242,2.0,5537
5537,572,1214,1309329060.81417,2.0,5538
5538,1258,883,1309332377.02418,0.0,5539
5539,924,36,1309334581.73972,2.0,5540
5540,36,924,1309336608.5707,0.0,5541
5541,36,1091,1309342307.14349,0.0,5542
5542,1091,36,1309344051.7888,2.0,5543
5543,1282,8,1309352731.69398,2.0,5544
5544,905,20,1309352757.69852,2.0,5545
5545,668,20,1309352767.43236,2.0,5546
5546,8,1282,1309352805.88705,0.0,5547
5547,1278,906,1309358874.75744,2.0,5548
5548,1283,883,1309360094.23073,2.0,5549
5549,883,1283,1309360484.06611,2.0,5550
5550,1284,538,1309375912.76115,2.0,5551
5551,538,1284,1309376072.51634,0.0,5552
5552,1285,1252,1309377160.04989,2.0,5553
5553,1252,1285,1309377171.4982,2.0,5554
5554,714,5,1309380593.09682,1.0,5555
5555,424,5,1309380665.7699,1.0,5556
5556,63,5,1309390992.68538,1.0,5557
5557,5,1258,1309391278.16517,0.0,5558
5558,1282,244,1309391942.29538,2.0,5559
5559,1283,1258,1309391967.97446,2.0,5560
5560,1258,1283,1309392010.24073,0.0,5561
5561,244,1282,1309392011.58955,0.0,5562
5562,622,14,1309394451.61321,2.0,5563
5563,14,622,1309394507.75739,0.0,5564
5564,8,594,1309401354.15774,0.0,5565
5565,594,8,1309401417.61407,2.0,5566
5566,1099,8,1309401451.74701,0.0,5567
5567,271,1175,1309401977.05496,0.0,5568
5568,1258,730,1309410059.39348,0.0,5569
5569,730,1258,1309410251.06404,2.0,5570
5570,883,924,1309415993.42753,2.0,5571
5571,924,883,1309416002.95354,2.0,5572
5572,883,8,1309416197.84045,2.0,5573
5573,1286,924,1309416870.76832,2.0,5574
5574,924,1286,1309417253.56783,2.0,5575
5575,776,1218,1309460352.28789,2.0,5576
5576,30,942,1309467145.46038,2.0,5577
5577,926,883,1309468948.438,2.0,5578
5578,926,228,1309472526.72326,2.0,5579
5579,883,926,1309473889.60531,2.0,5580
5580,228,926,1309473897.17417,2.0,5581
5581,906,926,1309476814.20876,1.0,5582
5582,926,906,1309477065.5017,2.0,5583
5583,1288,1148,1309478771.23104,2.0,5584
5584,665,523,1309480815.48682,2.0,5585
5585,715,523,1309482436.14219,2.0,5586
5586,523,665,1309482819.15664,2.0,5587
5587,1132,802,1309486737.40267,2.0,5588
5588,1258,802,1309495085.25704,0.0,5589
5589,802,1258,1309495162.16421,2.0,5590
5590,923,715,1309495511.92781,2.0,5591
5591,1243,1095,1309498976.03626,2.0,5592
5592,1095,1243,1309499026.47486,2.0,5593
5593,854,1065,1309499306.01797,2.0,5594
5594,665,1067,1309499870.60015,2.0,5595
5595,1067,665,1309500807.8,2.0,5596
5596,1065,854,1309500895.40951,2.0,5597
5597,716,642,1309523594.50607,2.0,5598
5598,1253,926,1309542796.79687,2.0,5599
5599,926,1253,1309542828.10947,2.0,5600
5600,547,926,1309545436.48133,2.0,5601
5601,1289,776,1309551392.32217,2.0,5602
5602,1290,1258,1309556396.32058,2.0,5603
5603,1258,1290,1309556655.70706,0.0,5604
5604,926,547,1309556805.56391,2.0,5605
5605,1066,1245,1309560682.1201,2.0,5606
5606,847,736,1309571385.39497,2.0,5607
5607,736,847,1309571557.35486,2.0,5608
5608,1067,926,1309571824.93737,2.0,5609
5609,926,1067,1309571991.88069,2.0,5610
5610,926,1054,1309573098.23919,2.0,5611
5611,1054,926,1309573185.17473,0.0,5612
5612,776,1289,1309598492.11975,2.0,5613
5613,648,310,1309603339.32032,2.0,5614
5614,1291,648,1309604214.09887,2.0,5615
5615,648,1291,1309604310.95375,2.0,5616
5616,262,1095,1309622869.37041,2.0,5617
5617,1095,262,1309622976.22351,2.0,5618
5618,1292,192,1309630624.91312,2.0,5619
5619,1268,493,1309631994.03413,2.0,5620
5620,493,1268,1309632001.11215,2.0,5621
5621,192,1292,1309634381.88814,2.0,5622
5622,1278,1292,1309635222.74103,2.0,5623
5623,205,1293,1309640015.06431,1.0,5624
5624,1293,205,1309640043.73034,2.0,5625
5625,1294,1278,1309641380.63447,2.0,5626
5626,909,1278,1309641424.2882,0.0,5627
5627,136,1278,1309641564.84962,0.0,5628
5628,1292,1278,1309641588.36807,2.0,5629
5629,906,1278,1309641644.21365,1.0,5630
5630,136,1294,1309642133.89703,0.0,5631
5631,1278,1294,1309642554.30504,2.0,5632
5632,1220,264,1309644605.76092,2.0,5633
5633,627,541,1309651562.23315,2.0,5634
5634,541,627,1309651686.565,2.0,5635
5635,1261,1262,1309671838.34342,2.0,5636
5636,1295,36,1309672873.80979,2.0,5637
5637,1296,36,1309672885.69551,2.0,5638
5638,36,1296,1309679658.836,0.0,5639
5639,1224,8,1309696725.0092,2.0,5640
5640,1271,453,1309724780.46343,2.0,5641
5641,453,1271,1309726073.23148,2.0,5642
5642,1297,493,1309726934.14497,2.0,5643
5643,1298,453,1309727233.93952,2.0,5644
5644,8,1224,1309734826.91916,0.0,5645
5645,802,1132,1309758954.04052,2.0,5646
5646,1299,1095,1309758956.26588,2.0,5647
5647,1095,1299,1309758997.57004,2.0,5648
5648,1291,469,1309772448.58844,2.0,5649
5649,469,1291,1309772483.16127,2.0,5650
5650,1300,493,1309783901.18457,2.0,5651
5651,1218,998,1309785033.96175,0.0,5652
5652,1291,493,1309785312.80086,2.0,5653
5653,1301,493,1309786264.20959,2.0,5654
5654,493,1301,1309786303.90407,2.0,5655
5655,36,946,1309786504.66381,0.0,5656
5656,1269,1278,1309787622.03102,0.0,5657
5657,493,1291,1309787804.94392,2.0,5658
5658,493,1300,1309788309.19134,2.0,5659
5659,1129,1245,1309788355.44852,2.0,5660
5660,787,1208,1309793224.1146,2.0,5661
5661,1280,1208,1309793254.54461,2.0,5662
5662,1245,1129,1309793912.43746,2.0,5663
5663,998,1218,1309800986.3699,2.0,5664
5664,833,360,1309802357.26702,1.0,5665
5665,1268,906,1309803475.75477,2.0,5666
5666,906,1268,1309803885.22795,1.0,5667
5667,928,906,1309803988.34192,2.0,5668
5668,906,928,1309804044.58809,1.0,5669
5669,1302,1095,1309813610.69703,2.0,5670
5670,1095,1302,1309813784.29228,2.0,5671
5671,1302,271,1309815103.4553,2.0,5672
5672,36,1300,1309820754.32041,0.0,5673
5673,381,36,1309820950.90162,2.0,5674
5674,271,1302,1309821262.93544,0.0,5675
5675,730,876,1309828469.77167,2.0,5676
5676,876,730,1309828477.00599,2.0,5677
5677,1302,1191,1309835784.4975,2.0,5678
5678,1191,1302,1309836034.85767,2.0,5679
5679,883,1199,1309846486.11145,2.0,5680
5680,567,469,1309863842.91513,2.0,5681
5681,469,567,1309863848.44239,2.0,5682
5682,1303,493,1309884814.39007,2.0,5683
5683,493,1303,1309886256.94149,2.0,5684
5684,622,1305,1309893643.74105,2.0,5685
5685,1305,622,1309893651.3001,2.0,5686
5686,223,1297,1309896828.21385,2.0,5687
5687,1306,36,1309903639.09899,2.0,5688
5688,223,364,1309903898.60026,2.0,5689
5689,1307,1237,1309914066.86618,2.0,5690
5690,1237,1307,1309915375.50262,2.0,5691
5691,149,389,1309918082.24806,2.0,5692
5692,466,1108,1309928760.53403,2.0,5693
5693,8,1099,1309947717.28345,0.0,5694
5694,36,1306,1309952452.13725,0.0,5695
